1	1	100
2	1	100
3	1	100
4	1	100
5	1	100
6	1	100
7	1	100
8	1	100
9	1	100
10	1	99
11	1	99
12	1	99
13	1	99
14	1	98
15	1	98
16	1	98
17	1	97
18	1	96
19	1	96
20	1	96
21	1	96
22	1	95
23	1	95
24	1	95
25	1	95
26	1	95
27	1	94
28	1	93
29	1	93
30	1	90
31	1	83
32	1	91
33	1	91
34	1	91
35	1	92
36	1	93
37	1	95
38	1	95
39	1	95
40	1	96
41	1	96
42	1	96
43	1	96
44	1	97
45	1	97
46	1	97
47	1	97
48	1	98
49	1	98
50	1	99
51	1	99
52	1	99
53	1	99
54	1	99
55	1	100
56	1	100
57	1	100
58	1	100
59	1	100
60	1	100
1	2	100
2	2	99
3	2	99
4	2	99
5	2	99
6	2	99
7	2	98
8	2	98
9	2	97
10	2	96
11	2	96
12	2	96
13	2	96
14	2	95
15	2	95
16	2	94
17	2	94
18	2	93
19	2	93
20	2	92
21	2	91
22	2	90
23	2	90
24	2	89
25	2	89
26	2	89
27	2	87
28	2	85
29	2	81
30	2	79
31	2	80
32	2	80
33	2	83
34	2	87
35	2	89
36	2	89
37	2	90
38	2	90
39	2	90
40	2	91
41	2	91
42	2	92
43	2	92
44	2	92
45	2	92
46	2	93
47	2	93
48	2	94
49	2	94
50	2	95
51	2	95
52	2	95
53	2	97
54	2	97
55	2	98
56	2	98
57	2	98
58	2	98
59	2	98
60	2	99
1	3	100
2	3	98
3	3	97
4	3	95
5	3	95
6	3	95
7	3	95
8	3	94
9	3	94
10	3	94
11	3	93
12	3	93
13	3	93
14	3	92
15	3	92
16	3	92
17	3	92
18	3	90
19	3	89
20	3	89
21	3	88
22	3	88
23	3	88
24	3	87
25	3	85
26	3	85
27	3	84
28	3	82
29	3	79
30	3	78
31	3	69
32	3	73
33	3	78
34	3	83
35	3	83
36	3	83
37	3	87
38	3	87
39	3	88
40	3	89
41	3	89
42	3	90
43	3	91
44	3	91
45	3	91
46	3	91
47	3	91
48	3	92
49	3	92
50	3	92
51	3	92
52	3	93
53	3	94
54	3	94
55	3	95
56	3	96
57	3	96
58	3	97
59	3	97
60	3	98
1	4	98
2	4	96
3	4	95
4	4	94
5	4	94
6	4	93
7	4	93
8	4	93
9	4	92
10	4	92
11	4	91
12	4	90
13	4	89
14	4	89
15	4	89
16	4	89
17	4	88
18	4	87
19	4	86
20	4	86
21	4	85
22	4	85
23	4	84
24	4	83
25	4	83
26	4	81
27	4	80
28	4	80
29	4	79
30	4	75
31	4	68
32	4	71
33	4	77
34	4	79
35	4	80
36	4	81
37	4	82
38	4	82
39	4	83
40	4	85
41	4	85
42	4	88
43	4	88
44	4	89
45	4	89
46	4	89
47	4	90
48	4	90
49	4	90
50	4	91
51	4	91
52	4	91
53	4	91
54	4	92
55	4	92
56	4	92
57	4	92
58	4	95
59	4	96
60	4	97
1	5	98
2	5	94
3	5	94
4	5	92
5	5	91
6	5	91
7	5	90
8	5	90
9	5	89
10	5	89
11	5	89
12	5	88
13	5	87
14	5	87
15	5	87
16	5	86
17	5	86
18	5	85
19	5	84
20	5	83
21	5	83
22	5	82
23	5	80
24	5	80
25	5	80
26	5	78
27	5	77
28	5	75
29	5	74
30	5	74
31	5	67
32	5	69
33	5	69
34	5	72
35	5	74
36	5	76
37	5	79
38	5	79
39	5	80
40	5	82
41	5	84
42	5	84
43	5	84
44	5	85
45	5	85
46	5	86
47	5	86
48	5	87
49	5	88
50	5	88
51	5	89
52	5	89
53	5	89
54	5	89
55	5	91
56	5	91
57	5	91
58	5	94
59	5	95
60	5	95
1	6	97
2	6	91
3	6	90
4	6	89
5	6	89
6	6	89
7	6	87
8	6	87
9	6	87
10	6	86
11	6	85
12	6	85
13	6	84
14	6	82
15	6	82
16	6	82
17	6	81
18	6	80
19	6	80
20	6	79
21	6	79
22	6	78
23	6	77
24	6	77
25	6	77
26	6	75
27	6	74
28	6	74
29	6	68
30	6	67
31	6	60
32	6	66
33	6	68
34	6	68
35	6	70
36	6	71
37	6	71
38	6	73
39	6	78
40	6	78
41	6	80
42	6	80
43	6	81
44	6	81
45	6	81
46	6	82
47	6	82
48	6	83
49	6	84
50	6	84
51	6	85
52	6	85
53	6	88
54	6	88
55	6	90
56	6	90
57	6	91
58	6	92
59	6	94
60	6	95
1	7	97
2	7	91
3	7	90
4	7	88
5	7	87
6	7	87
7	7	85
8	7	85
9	7	83
10	7	80
11	7	80
12	7	80
13	7	79
14	7	79
15	7	78
16	7	78
17	7	78
18	7	77
19	7	77
20	7	76
21	7	76
22	7	74
23	7	73
24	7	71
25	7	71
26	7	70
27	7	70
28	7	68
29	7	67
30	7	65
31	7	58
32	7	63
33	7	66
34	7	68
35	7	68
36	7	69
37	7	70
38	7	70
39	7	72
40	7	74
41	7	74
42	7	76
43	7	78
44	7	80
45	7	80
46	7	80
47	7	81
48	7	81
49	7	81
50	7	82
51	7	82
52	7	82
53	7	85
54	7	85
55	7	87
56	7	89
57	7	90
58	7	90
59	7	92
60	7	95
1	8	94
2	8	90
3	8	87
4	8	85
5	8	85
6	8	83
7	8	82
8	8	82
9	8	79
10	8	79
11	8	78
12	8	78
13	8	78
14	8	77
15	8	77
16	8	76
17	8	76
18	8	73
19	8	73
20	8	73
21	8	71
22	8	71
23	8	70
24	8	69
25	8	67
26	8	66
27	8	64
28	8	62
29	8	62
30	8	61
31	8	50
32	8	59
33	8	60
34	8	65
35	8	65
36	8	66
37	8	67
38	8	68
39	8	69
40	8	70
41	8	71
42	8	71
43	8	72
44	8	74
45	8	74
46	8	77
47	8	77
48	8	79
49	8	79
50	8	80
51	8	80
52	8	81
53	8	81
54	8	81
55	8	84
56	8	84
57	8	85
58	8	88
59	8	89
60	8	89
1	9	93
2	9	85
3	9	85
4	9	84
5	9	82
6	9	80
7	9	80
8	9	77
9	9	77
10	9	77
11	9	77
12	9	76
13	9	75
14	9	75
15	9	73
16	9	73
17	9	71
18	9	71
19	9	71
20	9	71
21	9	70
22	9	68
23	9	68
24	9	66
25	9	66
26	9	66
27	9	63
28	9	61
29	9	58
30	9	54
31	9	49
32	9	59
33	9	60
34	9	60
35	9	64
36	9	65
37	9	65
38	9	66
39	9	66
40	9	67
41	9	67
42	9	69
43	9	69
44	9	70
45	9	71
46	9	72
47	9	72
48	9	75
49	9	77
50	9	77
51	9	77
52	9	78
53	9	79
54	9	79
55	9	80
56	9	83
57	9	84
58	9	86
59	9	86
60	9	87
1	10	87
2	10	84
3	10	82
4	10	81
5	10	79
6	10	77
7	10	76
8	10	76
9	10	74
10	10	73
11	10	72
12	10	72
13	10	71
14	10	70
15	10	70
16	10	69
17	10	68
18	10	68
19	10	67
20	10	66
21	10	65
22	10	65
23	10	64
24	10	64
25	10	60
26	10	60
27	10	58
28	10	57
29	10	55
30	10	50
31	10	49
32	10	50
33	10	59
34	10	59
35	10	61
36	10	62
37	10	63
38	10	64
39	10	64
40	10	64
41	10	64
42	10	64
43	10	65
44	10	65
45	10	67
46	10	67
47	10	67
48	10	69
49	10	69
50	10	69
51	10	70
52	10	73
53	10	73
54	10	76
55	10	80
56	10	80
57	10	81
58	10	83
59	10	84
60	10	85
1	11	83
2	11	81
3	11	77
4	11	76
5	11	75
6	11	74
7	11	73
8	11	72
9	11	71
10	11	70
11	11	70
12	11	69
13	11	68
14	11	68
15	11	68
16	11	67
17	11	67
18	11	66
19	11	64
20	11	63
21	11	62
22	11	61
23	11	60
24	11	58
25	11	58
26	11	56
27	11	55
28	11	55
29	11	55
30	11	40
31	11	48
32	11	48
33	11	57
34	11	59
35	11	59
36	11	61
37	11	61
38	11	61
39	11	62
40	11	62
41	11	62
42	11	62
43	11	62
44	11	63
45	11	63
46	11	63
47	11	63
48	11	63
49	11	65
50	11	66
51	11	69
52	11	71
53	11	72
54	11	73
55	11	75
56	11	78
57	11	80
58	11	80
59	11	82
60	11	84
1	12	81
2	12	76
3	12	76
4	12	73
5	12	73
6	12	70
7	12	70
8	12	69
9	12	69
10	12	68
11	12	66
12	12	65
13	12	64
14	12	64
15	12	63
16	12	63
17	12	63
18	12	61
19	12	61
20	12	60
21	12	59
22	12	57
23	12	56
24	12	54
25	12	54
26	12	54
27	12	52
28	12	52
29	12	51
30	12	40
31	12	45
32	12	47
33	12	51
34	12	54
35	12	55
36	12	57
37	12	57
38	12	60
39	12	61
40	12	61
41	12	61
42	12	61
43	12	61
44	12	62
45	12	62
46	12	62
47	12	62
